url,photo_id,mlsnum,display_order,license_plate_visible,confidence,detected_vehicle_count,vehicles_with_visible_plate,reasoning,error
https://image.ampre.us/ZKwhfROwx-NSeEXnoqJeQnpXAkRLAQXF3kfkxbUELbA/rs:fit:1920:1920/aq:size:512000:25:75/rs:fit/cb:20241115010817/L3Jlc2lkZXMvbGlzdGluZ3MvOTEvMjMvNjEvcC8xNjg4NjA0NS5qcGc,-31816888034,447291RE,34,False,0.99,0,0,"The image shows a pool and garden area with no vehicles present, so no license plates are visible.",
https://image.ampre.us/R7pfG6QBBMiTnSOeCurvYmlPzsaACWUCJcI_gUVYz5E/rs:fit:1920:1920/aq:size:512000:25:75/rs:fit/cb:20250611172445/L3Jlc2lkZXMvcmVzaWRlcy8xNy8yOS8wMi8yNi9wLzE3MjkwMjI2LTE3LmpwZw,-31814875017,453172RE,17,False,0.99,0,0,"The image shows a swimming pool area with no vehicles present, hence no license plates are visible.",
https://image.ampre.us/pA2R2a1ziJfQQSXczYwsKiFDYmx5ErZYACzEGoI8QoM/rs:fit:1920:1920/aq:size:512000:25:75/rs:fit/cb:20250611171152/L3Jlc2lkZXMvcmVzaWRlcy8xNy8yMC85MS82NC9wLzE3MjA5MTY0LTQ3LmpwZw,-31814132047,451904RE,47,False,0.95,0,0,"No vehicles are present in the image, therefore no license plates can be visible.",
https://image.ampre.us/9bH4_uenvqc0BzejS_Z1cb7prCH5b70Fo6QvGqczq2Y/rs:fit:1920:1920/aq:size:512000:25:75/rs:fit/cb:20250601204159/L3Jlc2lkZXMvcmVzaWRlcy8xNy8yNC82OS81Mi9wLzE3MjQ2OTUyLTQxLmpwZw,-31815944041,452550RE,41,False,0.95,0,0,"The image shows a covered outdoor area with picnic tables and a fireplace. No vehicles are present, so no license plates are visible.",
https://image.ampre.us/evBe118o-sI0gf0tFUqR4jNM7dh0mGCsLp-xgMGwi-E/rs:fit:1920:1920/aq:size:512000:25:75/rs:fit/cb:20250611172445/L3Jlc2lkZXMvcmVzaWRlcy8xNy8yOS8wMi8yNi9wLzE3MjkwMjI2LTE2LmpwZw,-31814875016,453172RE,16,False,0.95,0,0,"The image shows a gazebo and picnic area with no vehicles present, hence no license plates are visible.",
https://image.ampre.us/aa8Pog91ghJ60TjpdDnP86p_UyrLyTpzcL5iHJ6BGQM/rs:fit:1920:1920/aq:size:512000:25:75/rs:fit/cb:20250718163657/L3Jlc2lkZXMvcmVzaWRlcy80NS8yMC8zNS9wL3Jlc2lkZXMtNDUyMDM1LTIuanBn,-31817922002,452035RE,2,False,0.99,0,0,"The image shows a porch area with no vehicles present, so no license plates can be visible.",
https://image.ampre.us/J4bbs0h3blUJgAh0wBhnC3mTAEfXJZClGvaGj0fqwxI/rs:fit:1920:1920/aq:size:512000:25:75/rs:fit/cb:20241115010816/L3Jlc2lkZXMvbGlzdGluZ3MvOTEvMjMvNjEvcC8xNjg4NjA0My5qcGc,-31816888032,447291RE,32,False,0.95,0,0,"The image shows an outdoor patio area with furniture and trees. No vehicles are present, so no license plates are visible.",
https://image.ampre.us/WHtpVDA2WLvGXxnQn1WE6dXaEwW_KiAXcpK58D-3FSQ/rs:fit:1920:1920/aq:size:512000:25:75/rs:fit/cb:20250601205159/L3Jlc2lkZXMvcmVzaWRlcy8xNy8yNC80My8wMS9wLzE3MjQ0MzAxLTEuanBn,-31815942001,452505RE,1,False,0.95,0,0,"The image shows a house with a driveway, but no vehicles are present, so no license plates are visible.",
https://image.ampre.us/4rYTPlyU-475Rg6IV2oLQOPuYqhS5NKH94TAE3SBVJI/rs:fit:1920:1920/aq:size:512000:25:75/rs:fit/cb:20241115010820/L3Jlc2lkZXMvbGlzdGluZ3MvOTEvMjMvNjEvcC8xNjg4NjA4OS5qcGc,-31816888001,447291RE,1,True,0.95,1,1,"A vehicle is partially visible on the left side of the image, and a license plate is clearly visible on it.",
https://image.ampre.us/_u3_9hRGtkZPaRk3ozgYq13RwIZ7J9pxCkLp1uT5GY0/rs:fit:1920:1920/aq:size:512000:25:75/rs:fit/cb:20250601204458/L3Jlc2lkZXMvcmVzaWRlcy8xNy8yMC8xMi84NS9wLzE3MjAxMjg1LTAuanBn,-31817917000,451808RE,0,False,0.95,0,0,"The image shows a row of houses with garages, but no vehicles are present, hence no license plates are visible.",
https://image.ampre.us/SP2mm1FFr4aX6rhJElBZ7T1eBYlg9SrzFptPpOhyTHs/rs:fit:1920:1920/aq:size:512000:25:75/rs:fit/cb:20250611171028/L3Jlc2lkZXMvcmVzaWRlcy8xNy8yMC83NS8yMy9wLzE3MjA3NTIzLTg4LmpwZw,-31814129088,451883RE,88,False,0.95,0,0,"The image shows a natural outdoor setting with trees and a house, but no vehicles are present.",
https://image.ampre.us/cnn2AHwAH39jKgWv_CtWYN6jduKqyWUa37fx0d374K0/rs:fit:1920:1920/aq:size:512000:25:75/rs:fit/cb:20250611171139/L3Jlc2lkZXMvcmVzaWRlcy8xNy8yMy8xNC8wMy9wLzE3MjMxNDAzLTIwLmpwZw,-31815938020,452304RE,20,False,0.95,0,0,The image shows a forested area with trees and no vehicles are present.,
https://image.ampre.us/4LAMXofJ2mN_MZFNtUOgbE5L403v0uIItLl_EsxQh78/rs:fit:1920:1920/aq:size:512000:25:75/rs:fit/cb:20250718145655/L3Jlc2lkZXMvcmVzaWRlcy80NS8yMC83OC9wL3Jlc2lkZXMtNDUyMDc4LTQwLmpwZw,-31815935040,452078RE,40,False,0.95,0,0,"The image shows a swimming pool area with no vehicles present, hence no license plates are visible.",
https://image.ampre.us/M4pN2sURM2sDBopJlkPEYkz6dZ_UUQvVf37X0MkVcP4/rs:fit:1920:1920/aq:size:512000:25:75/rs:fit/cb:20250611171204/L3Jlc2lkZXMvcmVzaWRlcy8xNy8yNC8yNy85My9wLzE3MjQyNzkzLTI3LmpwZw,-31814866027,452486RE,27,False,0.95,0,0,"No vehicles are present in the image, therefore no license plates can be visible.",
https://image.ampre.us/f5byInTfGaWTAXwivl8fZmC9uTpAFrv6jh_gY8CKRgE/rs:fit:1920:1920/aq:size:512000:25:75/rs:fit/cb:20250611171442/L3Jlc2lkZXMvcmVzaWRlcy8xNy8yNi81NS8xOC9wLzE3MjY1NTE4LTIwLmpwZw,-31814869020,452817RE,20,False,0.95,0,0,"The image shows a porch with furniture and a view of trees and greenery. No vehicles are present, so no license plates are visible.",
https://image.ampre.us/c24UT3ocwCXZlU7bakX88tRfVssIZxFkID8FUdyR58o/rs:fit:1920:1920/aq:size:512000:25:75/rs:fit/cb:20250611171027/L3Jlc2lkZXMvcmVzaWRlcy8xNy8yMC83NS8yMy9wLzE3MjA3NTIzLTgyLmpwZw,-31814129082,451883RE,82,False,0.95,0,0,"The image shows a house and surrounding yard with no vehicles present, thus no license plates are visible.",
https://image.ampre.us/7-qJIuj4104tQfHpHqAOoTdx8xNqReEUw8TJK0HYLkA/rs:fit:1920:1920/aq:size:512000:25:75/rs:fit/cb:20250717174515/L3Jlc2lkZXMvcmVzaWRlcy80NS8xNy8zMy9wL3Jlc2lkZXMtNDUxNzMzLTY2LmpwZw,-31817914066,451733RE,66,False,0.95,0,0,"No vehicles are present in the image, so no license plates can be visible.",
https://image.ampre.us/0fBYk-RpK4lZEm3xSfdmIhHbNDy_EDMcnI5U7Z1WR_4/rs:fit:1920:1920/aq:size:512000:25:75/rs:fit/cb:20250611171027/L3Jlc2lkZXMvcmVzaWRlcy8xNy8yMC83NS8yMy9wLzE3MjA3NTIzLTc3LmpwZw,-31814129077,451883RE,77,False,0.95,0,0,"The image shows an outdoor patio area with furniture and trees, but no vehicles are present.",
https://image.ampre.us/AEmngxAxTzITuZSZxsgxXEpi851cwwLUKzNblVGOzm4/rs:fit:1920:1920/aq:size:512000:25:75/rs:fit/cb:20250717174514/L3Jlc2lkZXMvcmVzaWRlcy80NS8xNy8zMy9wL3Jlc2lkZXMtNDUxNzMzLTUyLmpwZw,-31817914052,451733RE,52,False,0.99,0,0,"The image shows a residential area with no vehicles present, hence no license plates are visible.",
https://image.ampre.us/VL0o9XSMRJ7yftq8VvtX0R4uP3OylZfSVOo6FhqPUQA/rs:fit:1920:1920/aq:size:512000:25:75/wm:.5:ea:.02:0:.225/wmsh:7/wmt:PHNwYW4gZm9yZWdyb3VuZD0nd2hpdGUnIGZvbnQ9JzY4Jz5SRXNpZGVzIDIwMjU8L3NwYW4-/cb:20251223205517/L3Jlc2lkZXMvbGlzdGluZ3MvNTQvNjcvODQvMy9wLzRjYTk2Yzk1LTZkZTUtNDcyNC1hYmY1LWM4MzUzZDc3MDgyNi5qcGc,-31816882042,500326RE,42,False,0.95,0,0,"No vehicles are present in the image, so no license plates can be visible.",
https://image.ampre.us/IbzZp8AgXgASlQaoPIKcpaydKCexCLmU5OQS9F53yXE/rs:fit:1920:1920/aq:size:512000:25:75/rs:fit/cb:20250808174047/L3Jlc2lkZXMvcmVzaWRlcy80NS81MC82Ni9wL3Jlc2lkZXMtNDU1MDY2LTQ2LmpwZw,-31816880046,455066RE,46,False,0.95,0,0,"The image shows a house with a driveway, but no vehicles are present, so no license plates are visible.",
https://image.ampre.us/b3_sF3KbBu7HWub60_h6ZMTwXrsJvKx8-Gsi14FRURQ/rs:fit:1920:1920/aq:size:512000:25:75/rs:fit/cb:20250717003950/L3Jlc2lkZXMvcmVzaWRlcy80NS8xNi8yOC9wL3Jlc2lkZXMtNDUxNjI4LTQzLmpwZw,-31815931043,451628RE,43,False,0.99,0,0,"The image shows a swimming pool area with buildings in the background. No vehicles are present, so no license plates can be visible.",
https://image.ampre.us/mdoiJn9F1XbYeEXmRYJKo4bnaM3H-XS7l0cQzoQU9_4/rs:fit:1920:1920/aq:size:512000:25:75/rs:fit/cb:20250719145618/L3Jlc2lkZXMvcmVzaWRlcy80NS80OS82MS9wL3Jlc2lkZXMtNDU0OTYxLTQwLmpwZw,-31816879040,454961RE,40,False,0.9,10,0,"Several vehicles are visible in the parking area, but the image is taken from a high angle, making it difficult to see any license plates clearly.",
https://image.ampre.us/OA1dcNqaP_KJo-vhgKo2KIMuuXTBd-ahuC3GbWPQn9Y/rs:fit:1920:1920/aq:size:512000:25:75/rs:fit/cb:20250611170832/L3Jlc2lkZXMvcmVzaWRlcy8xNy8yMC80Ny83Ny9wLzE3MjA0Nzc3LTI2LmpwZw,-31814128026,451855RE,26,False,0.95,0,0,"No vehicles are present in the image, therefore no license plates are visible.",
https://image.ampre.us/Epc54r8PF6wMcyQLhxQlC7F0UZu2uMtxvBpLn5owxFA/rs:fit:1920:1920/aq:size:512000:25:75/rs:fit/cb:20250717174513/L3Jlc2lkZXMvcmVzaWRlcy80NS8xNy8zMy9wL3Jlc2lkZXMtNDUxNzMzLTM1LmpwZw,-31817914035,451733RE,35,False,0.99,0,0,"The image shows a porch with chairs and a door, with no vehicles present.",
https://image.ampre.us/eqB0suoCob-DfMY1PLgkFdVh63x4oIXsVIAjHuM4MfQ/rs:fit:1920:1920/aq:size:512000:25:75/rs:fit/cb:20250601205216/L3Jlc2lkZXMvcmVzaWRlcy8xNy8yMy80My82MS9wLzE3MjM0MzYxLTg3LmpwZw,-31814864087,452360RE,87,False,0.99,0,0,The image shows a patio area with outdoor furniture and no vehicles are present.,
https://image.ampre.us/Y_dWKP4lXQLdCRKmSKTBWrIGjyHlM7BGH49bPrhFVeo/rs:fit:1920:1920/aq:size:512000:25:75/rs:fit/cb:20250601205212/L3Jlc2lkZXMvcmVzaWRlcy8xNy8yMy80My82MS9wLzE3MjM0MzYxLTQuanBn,-31814864004,452360RE,4,False,0.99,0,0,"The image shows the entrance of a house with no vehicles present, hence no license plates are visible.",
https://image.ampre.us/IxFh0XtU32Jyv4TSycnjfJFefanjO_pB9ymeKv1GWF8/rs:fit:1920:1920/aq:size:512000:25:75/rs:fit/cb:20250717003948/L3Jlc2lkZXMvcmVzaWRlcy80NS8xNi8yOC9wL3Jlc2lkZXMtNDUxNjI4LTEuanBn,-31815931001,451628RE,1,False,0.95,0,0,"No vehicles are present in the image, so no license plates can be visible.",
https://image.ampre.us/_I2E-T8QpvvlNKtbufLYU30am7_3ivItZfjsbow4qgI/rs:fit:1920:1920/aq:size:512000:25:75/rs:fit/cb:20250730152214/L3Jlc2lkZXMvcmVzaWRlcy80NS8xNi8xMS9wL3Jlc2lkZXMtNDUxNjExLTU1LmpwZw,-31817910055,451611RE,55,False,0.95,0,0,"The image shows a patio area with chairs and a house. No vehicles are present, so no license plates are visible.",
https://image.ampre.us/FwSfvoNZ2ev2qGsimZ0C8azZPbi1kamihhqkKc-t9WI/rs:fit:1920:1920/aq:size:512000:25:75/rs:fit/cb:20250611170832/L3Jlc2lkZXMvcmVzaWRlcy8xNy8yMC80Ny83Ny9wLzE3MjA0Nzc3LTE5LmpwZw,-31814128019,451855RE,19,False,0.95,0,0,"The image shows a park area with gazebos and picnic tables. No vehicles are present, so no license plates are visible.",
https://image.ampre.us/ngtXGnB5FS4KcujGAZfn7jPt-Sk_efrz3iHOhj9hWjk/rs:fit:1920:1920/aq:size:512000:25:75/rs:fit/cb:20250717003948/L3Jlc2lkZXMvcmVzaWRlcy80NS8xNi8yOC9wL3Jlc2lkZXMtNDUxNjI4LTAuanBn,-31815931000,451628RE,0,False,0.95,0,0,"No vehicles are present in the image, only a house and driveway are visible.",
https://image.ampre.us/9E17wIRLxwW9WACegUTmXccaMsBAHmzDimkXsYCpCwI/rs:fit:1920:1920/aq:size:512000:25:75/rs:fit/cb:20250611165653/L3Jlc2lkZXMvcmVzaWRlcy8xNy8xMy8xNi83Mi9wLzE3MTMxNjcyLTAuanBn,-31814861000,450811RE,0,False,0.95,0,0,"The image shows a house with no vehicles present, so no license plates are visible.",
https://image.ampre.us/KpkXQk3qr0OqyOIjo2dN0-3pF9fUhB6Gxl37QiMEJi4/rs:fit:1920:1920/aq:size:512000:25:75/rs:fit/cb:20250601204125/L3Jlc2lkZXMvcmVzaWRlcy8xNy8xOC80OS85My9wLzE3MTg0OTkzLTUyLmpwZw,-31817909052,451498RE,52,False,0.99,0,0,"No vehicles are present in the image, hence no license plates are visible.",
https://image.ampre.us/-eK7jfU1i1iPFwLgY4Lp98Jm3zIrWSNxeXtybxDZszE/rs:fit:1920:1920/aq:size:512000:25:75/rs:fit/cb:20250611170503/L3Jlc2lkZXMvcmVzaWRlcy8xNy8xNy84MS84NC9wLzE3MTc4MTg0LTE4LmpwZw,-31815930018,451376RE,18,False,0.99,0,0,"The image shows an indoor hallway with doors and no vehicles are present, hence no license plates are visible.",
https://image.ampre.us/oqXaNYiMAxYl4zZ6Sl9bw3RloghKZE2AiwzQORlJ-zU/rs:fit:1920:1920/aq:size:512000:25:75/wm:.5:ea:.02:0:.225/wmsh:7/wmt:PHNwYW4gZm9yZWdyb3VuZD0nd2hpdGUnIGZvbnQ9JzY4Jz5SRXNpZGVzIDIwMjU8L3NwYW4-/cb:20250730145819/L3Jlc2lkZXMvbGlzdGluZ3MvNTQvNTkvNDAvNS9wL2IzNGY1NTM0LTA5MTktNDQ4Mi04YjRkLTI4ODU4Nzk2YWY3Yi5qcGc,-31816878062,454938RE,62,False,0.95,0,0,"The image shows a building and a garden area with no vehicles present, hence no license plates are visible.",
https://image.ampre.us/BHqOlvRZwHmG5z_48XUU_GXEth4UEUNbS9ltojs0Ui0/rs:fit:1920:1920/aq:size:512000:25:75/rs:fit/cb:20250611170729/L3Jlc2lkZXMvcmVzaWRlcy8xNy8yMC8zMi8xMy9wLzE3MjAzMjEzLTQxLmpwZw,-31814126041,451833RE,41,False,0.95,0,0,"The image shows a patio area with chairs and trees, and no vehicles are present.",
https://image.ampre.us/xr33aZVpmy1LCSazB2TyVmb022bYd_uNyYpahbOR2R8/rs:fit:1920:1920/aq:size:512000:25:75/rs:fit/cb:20250611170320/L3Jlc2lkZXMvcmVzaWRlcy8xNy8xOS83NC8yMy9wLzE3MTk3NDIzLTQuanBn,-31814122004,451748RE,4,False,0.95,0,0,"No vehicles are visible in the image, therefore no license plates can be detected.",
https://image.ampre.us/cMIyV6Pt5rX1XInqR0hwUzp85aDY4MEnJExYjCrSzbA/rs:fit:1920:1920/aq:size:512000:25:75/rs:fit/cb:20250721135613/L3Jlc2lkZXMvcmVzaWRlcy80NS8wNy84Ny9wL3Jlc2lkZXMtNDUwNzg3LTEuanBn,-31814860001,450787RE,1,False,0.95,0,0,"No vehicles are present in the image, therefore no license plates can be visible.",
https://image.ampre.us/09GwIQsVAwcQfSHnO3bNjkeF_nGDsiQUKoP40_WhFlo/rs:fit:1920:1920/aq:size:512000:25:75/rs:fit/cb:20250601203848/L3Jlc2lkZXMvcmVzaWRlcy8xNy8xNi85Ni80My9wLzE3MTY5NjQzLTQ3LmpwZw,-31817907047,451285RE,47,False,0.95,0,0,The image shows a boat docked at a pier with no motor vehicles present. License plates are not applicable to boats.,
https://image.ampre.us/L-7RYDSQIv51Fy4DMlM_-d5e3gpVIhrzhD3dqXx7wh0/rs:fit:1920:1920/aq:size:512000:25:75/wm:.5:ea:.02:0:.225/wmsh:7/wmt:PHNwYW4gZm9yZWdyb3VuZD0nd2hpdGUnIGZvbnQ9JzY4Jz5SRXNpZGVzIDIwMjU8L3NwYW4-/cb:20250730143438/L3Jlc2lkZXMvbGlzdGluZ3MvNTQvNTcvMzUvNS9wLzA1YjkzMmE3LTU2ZmMtNDAwZC1hMDY2LTZmNTg0YTU2MzdmZi5qcGc,-31816874084,454752RE,84,False,0.95,0,0,"The image shows a natural landscape with a wooden walkway and no vehicles are present, hence no license plates are visible.",
https://image.ampre.us/ynrfrQ4k6LAF3XAKBT0JgvcPvVgBBQZ1geQd9rpqVNc/rs:fit:1920:1920/aq:size:512000:25:75/rs:fit/cb:20250808174809/L3Jlc2lkZXMvcmVzaWRlcy80NS8wNi8yNy9wL3Jlc2lkZXMtNDUwNjI3LTI0LmpwZw,-31815926024,450627RE,24,False,0.95,0,0,"The image shows a balcony with chairs and a table, and there are no vehicles visible in the scene.",
https://image.ampre.us/f1BPIGxofup6HGrBy134QhC_iSSRIVpNmXB2u8PBNzY/rs:fit:1920:1920/aq:size:512000:25:75/wm:.5:ea:.02:0:.225/wmsh:7/wmt:PHNwYW4gZm9yZWdyb3VuZD0nd2hpdGUnIGZvbnQ9JzY4Jz5SRXNpZGVzIDIwMjU8L3NwYW4-/cb:20250730143436/L3Jlc2lkZXMvbGlzdGluZ3MvNTQvNTcvMzUvNS9wLzgyY2Y3YTQyLTVlYzMtNGMwOS1hNDdkLTE1YWIyNDgzMDQ5Yi5qcGc,-31816874083,454752RE,83,False,0.99,0,0,"The image shows a wooden deck with a bird and no vehicles are present, hence no license plates are visible.",
https://image.ampre.us/5-R3FLKbzNdpJO-_CgFKe9Sj8_WeMc7tqMGtwrRj_eM/rs:fit:1920:1920/aq:size:512000:25:75/rs:fit/cb:20250611171016/L3Jlc2lkZXMvcmVzaWRlcy8xNy8xOS8zOC8yOC9wLzE3MTkzODI4LTQzLmpwZw,-31814116043,451651RE,43,False,0.95,0,0,"No vehicles are present in the image, hence no license plates are visible.",
https://image.ampre.us/ruD2puN-YF0TY_17k4vD6Z12_4Mmf4Wu4ZiZ6cqon9w/rs:fit:1920:1920/aq:size:512000:25:75/rs:fit/cb:20250601203845/L3Jlc2lkZXMvcmVzaWRlcy8xNy8xNi85Ni80My9wLzE3MTY5NjQzLTMuanBn,-31817907003,451285RE,3,False,0.95,0,0,"The image depicts a modern house with a pool and no vehicles are present, hence no license plates are visible.",
https://image.ampre.us/1_bnFOX3nVEUeUmEMvwcgNRpuT4qvKsIwjl6_33tEpg/rs:fit:1920:1920/aq:size:512000:25:75/rs:fit/cb:20250611164212/L3Jlc2lkZXMvcmVzaWRlcy8xNy8wNy84OS80NS9wLzE3MDc4OTQ1LTEwLmpwZw,-31814858010,450139RE,10,False,0.95,0,0,"The image shows a dock and waterway with no vehicles present, so no license plates are visible.",
https://image.ampre.us/R90RY9DfWXepoQvO4A_QWl8IJsdW8AAGzvbf6MZKs6c/rs:fit:1920:1920/aq:size:512000:25:75/rs:fit/cb:20250721123227/L3Jlc2lkZXMvcmVzaWRlcy80NC84OS80MC9wL3Jlc2lkZXMtNDQ4OTQwLTM2LmpwZw,-31815918036,448940RE,36,False,0.95,0,0,"The image shows a residential building with no vehicles present, thus no license plates are visible.",
https://image.ampre.us/FAPf-bsVPZqo6zevvHyvnefofJNXQmk8lH7kmXGdRsM/rs:fit:1920:1920/aq:size:512000:25:75/rs:fit/cb:20250611164212/L3Jlc2lkZXMvcmVzaWRlcy8xNy8wNy84OS80NS9wLzE3MDc4OTQ1LTExLmpwZw,-31814858011,450139RE,11,False,0.95,0,0,"The image shows a pool area with a building and landscaping. No vehicles are present, so no license plates can be visible.",
https://image.ampre.us/AClKmkN8NvgRiMaLRthhpGB3TKpuIL2VSqgRNISBz4U/rs:fit:1920:1920/aq:size:512000:25:75/rs:fit/cb:20250611171016/L3Jlc2lkZXMvcmVzaWRlcy8xNy8xOS8zOC8yOC9wLzE3MTkzODI4LTQxLmpwZw,-31814116041,451651RE,41,False,0.95,0,0,"The image shows a house and garden area with no vehicles present, hence no license plates are visible.",
https://image.ampre.us/UeEzU_1jqRwgMszd0O3gqZ_4nEOKIb81LSKUVABlLlA/rs:fit:1920:1920/aq:size:512000:25:75/rs:fit/cb:20250601203846/L3Jlc2lkZXMvcmVzaWRlcy8xNy8xNi85Ni80My9wLzE3MTY5NjQzLTYuanBn,-31817907006,451285RE,6,False,0.95,0,0,"No vehicles are present in the image, therefore no license plates are visible.",
https://image.ampre.us/j2lygFNmhFUbX9C_WreekS5cqBYi-yBNGqWnMYhlRf4/rs:fit:1920:1920/aq:size:512000:25:75/wm:.5:ea:.02:0:.225/wmsh:7/wmt:PHNwYW4gZm9yZWdyb3VuZD0nd2hpdGUnIGZvbnQ9JzY4Jz5SRXNpZGVzIDIwMjU8L3NwYW4-/cb:20250730143420/L3Jlc2lkZXMvbGlzdGluZ3MvNTQvNTcvMzUvNS9wL2UzMTk4YWJiLWM2MmYtNDBjZC05ZjA3LTMxMTZiODQwMjNkZS5qcGc,-31816874076,454752RE,76,False,0.95,0,0,"The image shows a house with no vehicles present, thus no license plates are visible.",
https://image.ampre.us/86tg1jVk33YF8SkY0NRX9LTFLYW_Uz4DYCsAREnpc9w/rs:fit:1920:1920/aq:size:512000:25:75/rs:fit/cb:20250611164211/L3Jlc2lkZXMvcmVzaWRlcy8xNy8wNy84OS80NS9wLzE3MDc4OTQ1LTcuanBn,-31814858007,450139RE,7,False,0.99,0,0,"The image shows a landscape with a swing and a body of water. No vehicles are present, so no license plates are visible.",
https://image.ampre.us/qg2T7-AzGmG41cBVd63RDesQPDC-RH9HBavK-DyrLAw/rs:fit:1920:1920/aq:size:512000:25:75/rs:fit/cb:20250611170958/L3Jlc2lkZXMvcmVzaWRlcy8xNy8xOS8zMS84Mi9wLzE3MTkzMTgyLTQ3LmpwZw,-31814115047,451639RE,47,False,0.99,0,0,"The image shows a deck with chairs and palm trees, with no vehicles present.",
https://image.ampre.us//Ct8LKoJnFaiFU5burMrZ_uDoRzvppsWMT7rev_1t4L0/rs:fit/cb:20250721143626/L3Jlc2lkZXMvcmVzaWRlcy80NS8zOS8zOC9wL3Jlc2lkZXMtNDUzOTM4LTQwLmpwZw,-31815900040,453938RE,40,False,0.99,0,0,"The image shows a pool area with lounge chairs and umbrellas. No vehicles are present, so no license plates can be visible.",
https://image.ampre.us/bfcBwTsrmiAUaimDufojEd-HLlSfpAkofZo-76vZxlE/rs:fit:1920:1920/aq:size:512000:25:75/wm:.5:ea:.02:0:.225/wmsh:7/wmt:PHNwYW4gZm9yZWdyb3VuZD0nd2hpdGUnIGZvbnQ9JzY4Jz5SRXNpZGVzIDIwMjU8L3NwYW4-/cb:20250730143326/L3Jlc2lkZXMvbGlzdGluZ3MvNTQvNTcvMzUvNS9wLzRjNjZkMTc5LWRmN2QtNDA4My04YzE5LTE1NGYxNjRmNThlNS5qcGc,-31816874060,454752RE,60,False,0.99,0,0,The image shows a natural landscape with a wooden deck and no vehicles are present.,
https://image.ampre.us//VEfTpQzcFAI7kl2BSlXvIMKNWhWXw5BPGbjSRfgVytw/rs:fit/cb:20250721143625/L3Jlc2lkZXMvcmVzaWRlcy80NS8zOS8zOC9wL3Jlc2lkZXMtNDUzOTM4LTMuanBn,-31815900003,453938RE,3,False,0.95,0,0,"The image shows a residential area with houses and a porch, but no vehicles are visible.",
https://image.ampre.us/SvcqSyZ4ebIUkR_asuUmSV6GQ4wAbNfzr_3RETIeVH0/rs:fit:1920:1920/aq:size:512000:25:75/rs:fit/cb:20250717174226/L3Jlc2lkZXMvcmVzaWRlcy80NS8xMi8xNC9wL3Jlc2lkZXMtNDUxMjE0LTAuanBn,-31817904000,451214RE,0,False,0.95,0,0,"The image depicts a residential area with houses and landscaping, but no vehicles are visible.",
https://image.ampre.us/zKBVSt63oCk3DEP-sKC8DLIAfR3zhljvXZ6Js54wlaY/rs:fit:1920:1920/aq:size:512000:25:75/rs:fit/cb:20250611164211/L3Jlc2lkZXMvcmVzaWRlcy8xNy8wNy84OS80NS9wLzE3MDc4OTQ1LTYuanBn,-31814858006,450139RE,6,False,0.95,0,0,"The image depicts a natural landscape with a pond and a dock. No vehicles are present, so no license plates are visible.",
https://image.ampre.us/Czkb6MKW63lfSuErDrgOBcQw9Z8fiZmMXKjF_t6ZscI/rs:fit:1920:1920/aq:size:512000:25:75/wm:.5:ea:.02:0:.225/wmsh:7/wmt:PHNwYW4gZm9yZWdyb3VuZD0nd2hpdGUnIGZvbnQ9JzY4Jz5SRXNpZGVzIDIwMjU8L3NwYW4-/cb:20250730143305/L3Jlc2lkZXMvbGlzdGluZ3MvNTQvNTcvMzUvNS9wL2I1NWY2YmZhLTlmMzgtNDUzNC1iZDlhLWQ2M2I1NDA4YTNjOS5qcGc,-31816874052,454752RE,52,False,0.95,0,0,The image shows a natural landscape with a wooden walkway and no vehicles are present.,
https://image.ampre.us/fBeaY9y1REfUNbj2M5UwSXQ1nLLHbyMeXmV7cjY216A/rs:fit:1920:1920/aq:size:512000:25:75/rs:fit/cb:20250611170917/L3Jlc2lkZXMvcmVzaWRlcy8xNy8xOS8yNi8wNS9wLzE3MTkyNjA1LTEwLmpwZw,-31814114010,451632RE,10,False,0.95,0,0,"The image shows an outdoor seating area by a lake with no vehicles present, hence no license plates are visible.",
https://image.ampre.us/yGn9dA8cqwhB9ypX1mZlD4Vaydm6-ZovSWKp4FtA8Vw/rs:fit:1920:1920/aq:size:512000:25:75/rs:fit/cb:20250601203522/L3Jlc2lkZXMvcmVzaWRlcy8xNy8xMi8wNC8yMi9wLzE3MTIwNDIyLTI3LmpwZw,-31817899027,450629RE,27,False,0.95,0,0,The image primarily shows a pool area with no visible vehicles or license plates.,
https://image.ampre.us/Igzi3HOKgC2CihmVePiPhA1CE0V6sgVaZUZKHW6mTG0/rs:fit:1920:1920/aq:size:512000:25:75/rs:fit/cb:20241115041312/L3Jlc2lkZXMvbGlzdGluZ3MvODkvNzYvMTMvcC8xNjgzNDgwMy5qcGc,-31815888028,446524RE,28,False,0.95,0,0,"The image shows an outdoor seating area with furniture and no vehicles are present, hence no license plates are visible.",
https://image.ampre.us/Un9ypJXay70yxvc7QrieEp5FXuo5dqy15Cm3v6Mya7Y/rs:fit:1920:1920/aq:size:512000:25:75/rs:fit/cb:20250717140000/L3Jlc2lkZXMvcmVzaWRlcy80NS80NC8yNS9wL3Jlc2lkZXMtNDU0NDI1LTY0LmpwZw,-31816873067,454425RE,67,False,0.99,0,0,"The image shows a tree with fruits and no vehicles are present, hence no license plates are visible.",
